_id,timestamp,sourceip,port_service,event_description,status,logtype,region_id,region_name,region_code,macro_region,_score,headers_http_request_method,sap_app_env,http_status_code,is_security_event
579e91f5-3c30-4f27-8739-bb81fd18e19b,2026-04-22 04:04:11+00:00,213.161.159.227,POST pt-hpe.sap-services.internal,API key used from a new environment for sap-analytics-cloud via BAPI — logged for review.,204,SECURITY,EU-014,HPE CE | Portugal (Primary),PT-HPE,Europe,0.8006,POST,qa,204.0,True
2d9f7217-2458-4566-937c-614c9565e964,2026-04-22 04:04:11+00:00,130.234.28.223,GET it-hpe.sap-services.internal,Latency spike detected: 603 ms average for sap-data-sphere.,200,PERF,EU-018,Italy | HPE CE (Primary),IT-HPE,Europe,0.6485,GET,production,200.0,False
411e0091-2059-456d-87a4-ab0960c69fcf,2026-04-22 04:04:12+00:00,238.139.194.187,DELETE in-maa.sap-services.internal,Idempotency key validated — duplicate request suppressed for sap-data-sphere via IDOC.,200,INFO,AS-006,India | Chennai,IN-MAA,Asia,0.55,DELETE,qa,200.0,False
91c7e3bc-6993-4ddf-861c-5812ba824b85,2026-04-22 04:04:13+00:00,59.211.9.207,DELETE za-jnb2.sap-services.internal,Feature flag evaluation returned DEGRADED state for sap-s4hana-finance via BTP-Event.,408,WARNING,MEA-010,South Africa | Johannesburg (2),ZA-JNB2,Middle East & Africa,0.8356,DELETE,staging,408.0,False
b28f2496-42bc-4f7b-a721-497a70e88709,2026-04-22 04:04:13+00:00,44.137.187.63,DELETE kr-sel.sap-services.internal,Health check passed for sap-data-sphere via BAPI.,201,INFO,AS-018,South Korea | Seoul,KR-SEL,Asia,0.8294,DELETE,production,201.0,False
f082e41a-fada-4ada-b954-435732695093,2026-04-22 04:04:13+00:00,207.12.187.118,PUT us-or.sap-services.internal,Response body truncated in log — full payload stored in OData for sap-analytics-cloud.,204,DEBUG,NA-026,USA | Oregon,US-OR,North America,0.5014,PUT,production,204.0,False
b141529c-cb97-4b3d-9deb-39d8ee60babe,2026-04-22 04:04:13+00:00,126.5.29.238,PATCH il-tlv.sap-services.internal,SAP Joule action plan generated and queued for execution in sap-successfactors.,301,INFO,MEA-003,Israel | Tel Aviv,IL-TLV,Middle East & Africa,0.6391,PATCH,development,301.0,False
505247ed-7921-41f4-9fc1-22ad64b9b695,2026-04-22 04:04:13+00:00,166.19.156.163,DELETE us-ash2.sap-services.internal,Critical configuration key missing for sap-s4hana-sales — service cannot start via SOAP.,400,ERROR,NA-010,"USA | Ashburn, VA (2)",US-ASH2,North America,0.6388,DELETE,sandbox,400.0,True
f711b3f3-045c-4bc0-99bc-7932848b8736,2026-04-22 04:04:14+00:00,97.21.142.76,GET au-syd2.sap-services.internal,SAP Joule tool-call arguments validated before execution for sap-analytics-cloud via IDOC.,200,DEBUG,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.7126,GET,staging,200.0,False
c05b39e0-13ef-4410-b415-2c5bce06e51f,2026-04-22 04:04:14+00:00,192.168.4.172,PUT ie.sap-services.internal,Null pointer exception in sap-fiori-launchpad handler.,400,ERROR,EU-016,Ireland,IE,Europe,0.6603,PUT,staging,400.0,True
26d7b34f-7e81-4b46-878a-41405d46abe9,2026-04-22 04:04:14+00:00,192.168.0.173,PUT us-east.sap-services.internal,Request queue depth reached 298 — backpressure detected for sap-s4hana-finance.,204,PERF,NA-017,USA | East,US-EAST,North America,0.8039,PUT,qa,204.0,False
bd711b69-23c3-4f1e-9d09-4e296843b5dc,2026-04-22 04:04:15+00:00,161.41.203.175,PUT id-jkt.sap-services.internal,SAP Joule copilot session initialised for sap-s4hana-sales user via RFC.,200,INFO,AS-011,Indonesia | Jakarta,ID-JKT,Asia,0.7218,PUT,development,200.0,False
dc67d941-4d73-4599-bf7c-1bef063f2472,2026-04-22 04:04:15+00:00,192.168.6.91,GET au-syd2.sap-services.internal,Span context propagated via W3C TraceContext header for sap-data-sphere to IDOC.,200,DEBUG,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.7417,GET,production,200.0,False
0c953caa-bb2d-479d-9692-8fc903ee1dbd,2026-04-22 04:04:16+00:00,192.168.8.61,PUT sa-ruh.sap-services.internal,Read replica promoted to primary for sap-concur on OData.,200,INFO,MEA-007,Saudi Arabia | Riyadh,SA-RUH,Middle East & Africa,0.5633,PUT,production,200.0,False
3c5ba321-7224-42fd-986f-d1cf3f01597d,2026-04-22 04:04:16+00:00,26.98.72.117,GET us-las.sap-services.internal,Unhandled exception in sap-analytics-cloud worker thread — process restarting via IDOC.,400,ERROR,NA-022,"USA | Las Vegas, NV",US-LAS,North America,0.6866,GET,qa,400.0,True
d305039f-8db8-48da-aaf1-4f3fc9677eea,2026-04-22 04:04:16+00:00,192.168.7.55,PATCH us-iad.sap-services.internal,LLM response exceeded maximum output token limit for sap-successfactors via RFC.,502,ERROR,NA-024,USA | N. Virginia,US-IAD,North America,0.6049,PATCH,sandbox,502.0,True
692c0080-aede-4b86-a69d-f5740c6c1300,2026-04-22 04:04:16+00:00,96.196.42.139,DELETE my-cyb.sap-services.internal,Blue-green traffic switch completed — 100% routed to new sap-btp-cf instance via REST.,200,INFO,AS-014,Malaysia | Cyberjaya,MY-CYB,Asia,0.6198,DELETE,staging,200.0,False
cd93e930-34a0-49d1-b9e9-df8ca3941762,2026-04-22 04:04:16+00:00,217.89.155.68,GET us-ia2.sap-services.internal,SAP Joule action execution failed — insufficient permissions in sap-concur via SOAP.,400,ERROR,NA-021,USA | Iowa (2),US-IA2,North America,0.5035,GET,qa,400.0,True
c129ee30-1909-4d3d-ab9f-b6a451bb1808,2026-04-22 04:04:17+00:00,192.168.6.91,GET us-phl.sap-services.internal,Retry succeeded on attempt 2 for sap-s4hana-sales via BTP-Event.,200,INFO,NA-007,"US | Philadelphia, PA",US-PHL,North America,0.6366,GET,qa,200.0,False
e361f0f4-483a-4f60-aeed-90323f5ed19f,2026-04-22 04:04:18+00:00,192.168.6.106,GET ae.sap-services.internal,Rate limit threshold at 80% for sap-successfactors.,200,WARNING,MEA-013,United Arab Emirates,AE,Middle East & Africa,0.5999,GET,qa,200.0,False
74e8b20c-18e3-48c2-b706-f99b3d6636c0,2026-04-22 04:04:18+00:00,65.249.142.221,PATCH eu-2.sap-services.internal,Network round-trip time to IDOC increased to 850 ms for sap-s4hana-finance.,200,PERF,EU-001,Europe (2),EU-2,Europe,0.836,PATCH,development,200.0,False
f7811e0a-5dae-4045-bcd2-4221598073c7,2026-04-22 04:04:18+00:00,71.63.58.36,GET ie-dub.sap-services.internal,Circuit breaker CLOSED for sap-s4hana-finance — normal operation resumed.,301,INFO,EU-017,Ireland | Dublin,IE-DUB,Europe,0.9315,GET,sandbox,301.0,False
66043d0b-38b0-445a-8267-362c48e8abd1,2026-04-22 04:04:19+00:00,207.79.62.15,PUT cn-nx.sap-services.internal,Circuit breaker OPEN for sap-intelligent-rpa after 5 failures.,503,ERROR,AS-003,China | Ningxia,CN-NX,Asia,0.789,PUT,production,503.0,True
1e9d8ee0-bc13-45d0-bea4-fb16498b8cbc,2026-04-22 04:04:19+00:00,192.168.8.34,POST de-slr.sap-services.internal,Disk usage approaching 80% threshold on sap-intelligent-rpa host via BTP-Event.,429,WARNING,EU-011,Germany | St. Leon Rot,DE-SLR,Europe,0.8661,POST,development,429.0,False
134c1cb3-206b-4bf0-abed-436c432e15e1,2026-04-22 04:04:19+00:00,245.200.237.136,POST cn-hkg.sap-services.internal,Health check passed for sap-s4hana-sales via REST.,200,INFO,AS-002,China | Hong Kong,CN-HKG,Asia,0.5168,POST,staging,200.0,False
2ca11024-0176-4921-affb-a2e9cba2e926,2026-04-22 04:04:19+00:00,168.128.102.227,PATCH us-ca.sap-services.internal,Configuration drift detected between sap-data-sphere instances on BAPI.,408,WARNING,NA-012,USA | California,US-CA,North America,0.7511,PATCH,production,408.0,False
98829ffc-35cc-4c8a-8e31-e39dc020b715,2026-04-22 04:04:20+00:00,209.18.251.195,PUT in-del.sap-services.internal,Feature flag evaluated for sap-intelligent-rpa — flag enabled.,200,INFO,AS-007,India | Delhi,IN-DEL,Asia,0.7969,PUT,qa,200.0,False
8d75ef4c-a472-439f-a7aa-827cfbccf91d,2026-04-22 04:04:20+00:00,192.168.1.64,POST hu-hpe.sap-services.internal,Outbound webhook from sap-analytics-cloud to SOAP delayed — queue backlog detected.,200,WARNING,EU-015,Hungary | HPE CE (Primary),HU-HPE,Europe,0.5923,POST,development,200.0,False
c6dfbc16-9c37-49fb-bd91-9950a51cc7b8,2026-04-22 04:04:20+00:00,137.197.33.33,GET in-maa.sap-services.internal,LLM response exceeded maximum output token limit for sap-successfactors via BTP-Event.,500,ERROR,AS-006,India | Chennai,IN-MAA,Asia,0.5754,GET,qa,500.0,True
ef32f31f-0d6a-4036-b7d8-59b4b2e582e7,2026-04-22 04:04:20+00:00,130.234.28.223,GET cn-len.sap-services.internal,Retry attempt 2/3 for sap-analytics-cloud.,429,WARNING,AS-001,China | LEN CE (Primary),CN-LEN,Asia,0.8801,GET,staging,429.0,False
63d88868-250c-4931-a294-5e4b7cfb6fed,2026-04-22 04:04:20+00:00,42.119.98.70,GET nl-eem.sap-services.internal,Disk I/O saturation at 101% — write throughput degraded for sap-btp-cf on OData.,200,PERF,EU-023,Netherlands | Eemshaven,NL-EEM,Europe,0.5251,GET,staging,200.0,False
61e16fa4-df26-4aa6-ba12-1d03e3588aa8,2026-04-22 04:04:20+00:00,164.29.7.190,DELETE dk-hpe.sap-services.internal,LLM context window at 85% capacity for sap-ariba request via OData.,408,WARNING,EU-005,Denmark | HPE CE (Primary),DK-HPE,Europe,0.7005,DELETE,production,408.0,False
6b7217b6-3278-4562-b7c1-ddc49e0738db,2026-04-22 04:04:20+00:00,164.29.7.190,PUT il-tlv.sap-services.internal,Response body truncated in log — full payload stored in BTP-Event for sap-btp-cf.,200,DEBUG,MEA-003,Israel | Tel Aviv,IL-TLV,Middle East & Africa,0.9133,PUT,development,200.0,False
c6e84193-5af9-4599-9ba9-beb763a564e9,2026-04-22 04:04:21+00:00,236.1.154.83,POST it-mil.sap-services.internal,Rate limit threshold at 80% for sap-analytics-cloud.,429,WARNING,EU-019,Italy | Milan,IT-MIL,Europe,0.5963,POST,qa,429.0,False
f9195c93-a9d5-42f6-a9bc-caa91a4b70d4,2026-04-22 04:04:21+00:00,163.214.94.42,DELETE us-ca.sap-services.internal,SAP Joule grounding retrieval returned 0 results for sap-data-sphere query via BAPI.,500,ERROR,NA-012,USA | California,US-CA,North America,0.72,DELETE,development,500.0,True
b169a790-ff50-4b76-a091-277203f4befd,2026-04-22 04:04:21+00:00,137.197.33.33,DELETE my-cyb.sap-services.internal,Configuration drift detected between sap-fiori-launchpad instances on BTP-Event.,408,WARNING,AS-014,Malaysia | Cyberjaya,MY-CYB,Asia,0.5977,DELETE,production,408.0,False
2685c667-0b7f-4580-8a55-e276b8f0e73f,2026-04-22 04:04:21+00:00,88.29.76.112,POST be-stg.sap-services.internal,Dependency check passed for sap-fiori-launchpad.,200,INFO,EU-004,Belgium | St. Ghislain,BE-STG,Europe,0.9196,POST,staging,200.0,False
3c904298-d1b0-498b-bff7-417937732708,2026-04-22 04:04:21+00:00,21.219.60.222,POST in-pnq.sap-services.internal,Async job enqueued for sap-intelligent-rpa processing.,200,INFO,AS-010,India | Pune,IN-PNQ,Asia,0.5529,POST,staging,200.0,False
743f96b6-7fea-4016-ae5c-bb2414c2f9f7,2026-04-22 04:04:21+00:00,192.168.7.222,DELETE qa-doh.sap-services.internal,Anomalous query pattern detected on sap-data-sphere — flagged for security review via BTP-Event.,200,AUDIT,MEA-004,Qatar | Doha,QA-DOH,Middle East & Africa,0.8585,DELETE,qa,200.0,False
92a237b5-bd7d-4c69-be78-232d6dce0ebc,2026-04-22 04:04:21+00:00,192.168.5.19,GET us-mks.sap-services.internal,Auto-scaler triggered — adding 2 instances for sap-analytics-cloud due to CPU at 32%.,200,PERF,NA-023,"USA | Moncks Corner, SC",US-MKS,North America,0.7886,GET,staging,200.0,False
8de3c362-65e6-4490-a582-cb954f25ad96,2026-04-22 04:04:21+00:00,69.180.240.175,PUT us-iad.sap-services.internal,SAP Joule context window snapshot saved for sap-intelligent-rpa session via OData.,201,DEBUG,NA-024,USA | N. Virginia,US-IAD,North America,0.6393,PUT,sandbox,201.0,False
98e4a4ff-62d9-4c70-8197-a816d98e45e5,2026-04-22 04:04:21+00:00,246.196.87.27,PATCH fr-par.sap-services.internal,Audit trail entry written for sap-s4hana-finance action via RFC.,204,INFO,EU-007,France | Paris,FR-PAR,Europe,0.7007,PATCH,staging,204.0,False
ea1ce7ac-1805-4185-bbb1-136d17977855,2026-04-22 04:04:22+00:00,181.18.12.170,POST ca-mtl.sap-services.internal,LLM provider BTP-Event health check passed — latency 320 ms for sap-fiori-launchpad.,200,INFO,NA-002,Canada | Montreal,CA-MTL,North America,0.5452,POST,staging,200.0,False
8e9af93c-dc63-47c6-bcf7-5bb20ef0c72b,2026-04-22 04:04:22+00:00,192.168.5.205,DELETE ca-qc.sap-services.internal,LLM output schema validated against expected JSON structure for sap-s4hana-sales via BAPI.,200,INFO,NA-003,Canada | Quebec City,CA-QC,North America,0.8832,DELETE,sandbox,200.0,False
4366b5da-e487-4473-8e6c-9d2f62aaf0ee,2026-04-22 04:04:22+00:00,109.9.8.24,PATCH us-or.sap-services.internal,Connection timeout to sap-analytics-cloud via SOAP.,403,ERROR,NA-026,USA | Oregon,US-OR,North America,0.7936,PATCH,staging,403.0,True
dd129b72-9fb9-4075-ba97-3efac9d6daa2,2026-04-22 04:04:23+00:00,229.140.23.152,PUT cn-n3.sap-services.internal,SAP Joule confidence score below 0.75 — human review recommended for sap-fiori-launchpad.,206,WARNING,AS-004,China | North 3,CN-N3,Asia,0.6147,PUT,qa,206.0,False
7e232bba-1118-4bd0-a1f7-f13c115e5395,2026-04-22 04:04:23+00:00,71.63.58.36,PUT bh.sap-services.internal,Object storage upload acknowledged by OData for sap-intelligent-rpa.,200,INFO,MEA-001,Bahrain,BH,Middle East & Africa,0.9228,PUT,sandbox,200.0,False
dc3a33ce-ad98-4316-bff4-5df04a297d8f,2026-04-22 04:04:23+00:00,21.219.60.222,POST cn-len.sap-services.internal,Service sap-intelligent-rpa registered with discovery endpoint via BAPI.,204,INFO,AS-001,China | LEN CE (Primary),CN-LEN,Asia,0.616,POST,sandbox,204.0,False
bbe5d94e-1623-4ace-9ad9-187f8a96d48c,2026-04-22 04:04:23+00:00,208.223.2.195,PUT au-nsw.sap-services.internal,Report generation for sap-analytics-cloud finished successfully.,200,INFO,AU-001,Australia | New South Wales,AU-NSW,Australia,0.6926,PUT,production,200.0,False
dafd9b29-08a0-4dc7-a4b3-8e7c8b4a7b5a,2026-04-22 04:04:23+00:00,189.27.174.190,PUT au-vic.sap-services.internal,SAP Joule multi-turn conversation context preserved for sap-s4hana-finance session via OData.,200,INFO,AU-004,Australia | Victoria,AU-VIC,Australia,0.7699,PUT,production,200.0,False
00b3c88f-da8b-4cff-8b01-5ad84387e533,2026-04-22 04:04:23+00:00,24.98.25.92,POST sa.sap-services.internal,Service sap-s4hana-finance registered with discovery endpoint via RFC.,200,INFO,MEA-005,Saudi Arabia,SA,Middle East & Africa,0.7959,POST,production,200.0,False
0261eaa0-4a13-4565-b2ae-583439c8d064,2026-04-22 04:04:23+00:00,150.110.230.150,POST fr-par.sap-services.internal,Failover to secondary instance failed for sap-concur on BAPI.,400,ERROR,EU-007,France | Paris,FR-PAR,Europe,0.8104,POST,qa,400.0,True
7699f4dc-c306-4b0c-9a69-52f50b8bd02d,2026-04-22 04:04:24+00:00,185.225.185.68,GET za-cpt.sap-services.internal,Configuration drift detected between sap-concur instances on RFC.,408,WARNING,MEA-008,South Africa | Cape Town,ZA-CPT,Middle East & Africa,0.9547,GET,staging,408.0,False
66f867ae-8a8d-4945-a2bc-1cd2d9169560,2026-04-22 04:04:24+00:00,97.21.142.76,PUT us-wdc.sap-services.internal,SAP Joule intent score: 0.91 — top intent: 'query_inventory' for sap-successfactors via IDOC.,200,DEBUG,NA-034,USA | Washington DC,US-WDC,North America,0.5813,PUT,production,200.0,False
09d38118-8642-4b90-81d0-07ba579bd66d,2026-04-22 04:04:24+00:00,97.21.142.76,GET za-jnb.sap-services.internal,Graceful restart completed for sap-ariba — zero downtime.,200,INFO,MEA-009,South Africa | Johannesburg,ZA-JNB,Middle East & Africa,0.846,GET,sandbox,200.0,False
4d70a056-b8c0-477c-8763-e6ec462f5ca2,2026-04-22 04:04:24+00:00,216.197.199.15,POST za-cpt.sap-services.internal,SAP Joule intent classification returned confidence 0.97 for sap-data-sphere request.,200,INFO,MEA-008,South Africa | Cape Town,ZA-CPT,Middle East & Africa,0.7601,POST,production,200.0,False
4f174477-27e4-4f06-8e0f-16f742475fbf,2026-04-22 04:04:24+00:00,192.168.0.221,DELETE at-vie.sap-services.internal,Idle connection reclaimed from pool for sap-analytics-cloud.,200,INFO,EU-002,Austria | Vienna,AT-VIE,Europe,0.851,DELETE,development,200.0,False
dd4c4e8f-b702-4d69-93de-b5ef13e57530,2026-04-22 04:04:25+00:00,81.103.69.17,PATCH sa-dmm.sap-services.internal,Scheduled job for sap-analytics-cloud started late — previous run still in progress on REST.,200,WARNING,MEA-006,Saudi Arabia | Dammam,SA-DMM,Middle East & Africa,0.8524,PATCH,sandbox,200.0,False
4bbc2ba3-baac-45e6-95fd-24fb17c0f011,2026-04-22 04:04:25+00:00,109.153.17.99,DELETE cn-hkg.sap-services.internal,Disk write error in sap-analytics-cloud log subsystem.,502,ERROR,AS-002,China | Hong Kong,CN-HKG,Asia,0.5549,DELETE,qa,502.0,True
efc516ab-5bdb-4aa9-a8fe-d2bccf5021e1,2026-04-22 04:04:25+00:00,119.64.224.237,PUT at-vie2.sap-services.internal,API key used from a new environment for sap-intelligent-rpa via RFC — logged for review.,200,SECURITY,EU-003,Austria | Vienna (2),AT-VIE2,Europe,0.6498,PUT,staging,200.0,True
841b4c8b-b79b-4bef-8d55-d5446d605664,2026-04-22 04:04:25+00:00,192.168.5.205,PUT us-azc.sap-services.internal,Thread contention detected — 93% of threads blocked in sap-s4hana-sales on REST.,200,PERF,NA-011,USA | Azure US Central,US-AZC,North America,0.885,PUT,sandbox,200.0,False
364ed66e-0c81-4eaa-847c-8ca347d710c0,2026-04-22 04:04:25+00:00,13.221.29.40,DELETE de-slr.sap-services.internal,Cross-tenant data access attempt detected and blocked on sap-btp-cf via SOAP.,301,AUDIT,EU-011,Germany | St. Leon Rot,DE-SLR,Europe,0.7897,DELETE,development,301.0,False
fec1f00c-4808-4975-989f-a2f3c30df383,2026-04-22 04:04:26+00:00,242.3.175.185,DELETE in-pnq.sap-services.internal,Cross-tenant data access attempt detected and blocked on sap-btp-cf via OData.,200,AUDIT,AS-010,India | Pune,IN-PNQ,Asia,0.5209,DELETE,sandbox,200.0,False
2f3ba8f1-fa05-4a03-b339-2037374b5a57,2026-04-22 04:04:26+00:00,221.93.148.50,POST it-mil.sap-services.internal,Partial cache invalidation triggered for sap-data-sphere — some stale entries may persist.,200,WARNING,EU-019,Italy | Milan,IT-MIL,Europe,0.9986,POST,staging,200.0,False
237e56f7-8abe-451f-8c7b-8e460c4b4c5b,2026-04-22 04:04:27+00:00,192.168.4.172,GET us-ste.sap-services.internal,Connection timeout to sap-intelligent-rpa via SOAP.,401,ERROR,NA-030,"USA | Sterling, VA",US-STE,North America,0.7274,GET,qa,401.0,True
d65d0b38-c939-4c18-86da-94e05be116a8,2026-04-22 04:04:27+00:00,26.98.72.117,PUT mx-qro.sap-services.internal,Prompt tokens: 512 — completion tokens: 256 — total: 768 for sap-concur via SOAP.,200,INFO,NA-006,Mexico | Queretaro,MX-QRO,North America,0.9403,PUT,staging,200.0,False
7b83389f-5d9c-4077-81fe-92803e33b0ef,2026-04-22 04:04:28+00:00,68.36.64.191,DELETE sg-jrw.sap-services.internal,Connection pool nearing capacity for sap-ariba — consider scaling REST.,408,WARNING,AS-017,Singapore | Jurong West,SG-JRW,Asia,0.9517,DELETE,staging,408.0,False
721c2607-cbbf-4181-8cea-95f52fed1599,2026-04-22 04:04:28+00:00,238.139.194.187,POST au-syd2.sap-services.internal,Two consecutive failed logins on sap-concur — within acceptable threshold.,200,SECURITY,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.7914,POST,development,200.0,True
9f329b7e-7298-4ff8-ac46-4bbd08103f96,2026-04-22 04:04:28+00:00,192.168.8.61,GET it-mil.sap-services.internal,Throughput degraded by 36% compared to baseline for sap-data-sphere via REST.,200,PERF,EU-019,Italy | Milan,IT-MIL,Europe,0.7581,GET,development,200.0,False
39d86895-3c32-4e79-aa2a-68115d06a9c4,2026-04-22 04:04:29+00:00,59.198.75.253,DELETE id-jkt.sap-services.internal,Disk usage approaching 80% threshold on sap-s4hana-finance host via OData.,429,WARNING,AS-011,Indonesia | Jakarta,ID-JKT,Asia,0.8312,DELETE,sandbox,429.0,False
c0786405-4119-468e-a6f3-ee4d78f2e050,2026-04-22 04:04:29+00:00,192.168.0.173,PATCH se-gvl.sap-services.internal,Hallucination guard check passed for LLM response in sap-intelligent-rpa via SOAP.,201,INFO,EU-027,Sweden | Gävle,SE-GVL,Europe,0.9376,PATCH,qa,201.0,False
556655b1-f73f-4c26-a13e-71018896fc69,2026-04-22 04:04:29+00:00,130.156.51.40,DELETE sa.sap-services.internal,Batch size set to 32 for sap-fiori-launchpad embedding job via SOAP.,200,DEBUG,MEA-005,Saudi Arabia,SA,Middle East & Africa,0.7513,DELETE,sandbox,200.0,False
45b9375a-2e1d-4ce1-9d4c-ad3f15670e68,2026-04-22 04:04:29+00:00,164.29.7.190,GET jp-tyo.sap-services.internal,Partial cache invalidation triggered for sap-fiori-launchpad — some stale entries may persist.,200,WARNING,AS-013,Japan | Tokyo,JP-TYO,Asia,0.6158,GET,production,200.0,False
053946da-1651-4f06-98c2-e03b5a5da71a,2026-04-22 04:04:30+00:00,192.168.7.63,PATCH ie-dub.sap-services.internal,SSL certificate for sap-analytics-cloud expires in 14 days.,206,WARNING,EU-017,Ireland | Dublin,IE-DUB,Europe,0.5405,PATCH,qa,206.0,False
f88c5bfc-9dc7-4ba0-89c7-65766242d8ac,2026-04-22 04:04:30+00:00,130.234.28.223,PUT my-cyb.sap-services.internal,Notification dispatched from sap-ariba via SOAP channel.,200,INFO,AS-014,Malaysia | Cyberjaya,MY-CYB,Asia,0.5695,PUT,development,200.0,False
b980531a-86be-43f2-8e8e-8431c02e6a0a,2026-04-22 04:04:30+00:00,62.225.146.243,GET za-jnb.sap-services.internal,Rate limit threshold at 80% for sap-btp-cf.,200,WARNING,MEA-009,South Africa | Johannesburg,ZA-JNB,Middle East & Africa,0.5366,GET,staging,200.0,False
35d8ed19-4277-413f-bcd1-cc4b983919cc,2026-04-22 04:04:30+00:00,30.175.227.138,POST in-hyd.sap-services.internal,Connection to sap-data-sphere established.,200,INFO,AS-008,India | Hyderabad,IN-HYD,Asia,0.7185,POST,development,200.0,False
f2323bbe-5cac-4037-af80-d5fc2b7c30de,2026-04-22 04:04:31+00:00,7.144.51.184,GET in-pnq.sap-services.internal,Async LLM job completed and result stored for sap-s4hana-sales from SOAP.,200,INFO,AS-010,India | Pune,IN-PNQ,Asia,0.7545,GET,qa,200.0,False
322a2c0f-0c32-4e7e-9151-a80d19a182b9,2026-04-22 04:04:31+00:00,93.225.253.213,PUT za-jnb2.sap-services.internal,LLM streaming first-token latency: 265 ms for sap-s4hana-sales via SOAP.,200,PERF,MEA-010,South Africa | Johannesburg (2),ZA-JNB2,Middle East & Africa,0.8314,PUT,development,200.0,False
f28c1f10-3f26-40c4-a671-fbce44c02841,2026-04-22 04:04:32+00:00,156.109.247.55,PATCH jp-osa.sap-services.internal,SAP Joule intent classification returned confidence 0.97 for sap-analytics-cloud request.,200,INFO,AS-012,Japan | Osaka,JP-OSA,Asia,0.9932,PATCH,production,200.0,False
e323e2a2-7b2c-45e4-a9a2-e8825649a5c2,2026-04-22 04:04:32+00:00,138.32.250.237,POST eu-2.sap-services.internal,Unhandled exception in sap-s4hana-sales worker thread — process restarting via BTP-Event.,401,ERROR,EU-001,Europe (2),EU-2,Europe,0.5358,POST,qa,401.0,True
52973928-b783-4a29-b08e-c04b4fd972ef,2026-04-22 04:04:32+00:00,97.21.142.76,DELETE ie-dub.sap-services.internal,Notification dispatched from sap-intelligent-rpa via SOAP channel.,204,INFO,EU-017,Ireland | Dublin,IE-DUB,Europe,0.6991,DELETE,sandbox,204.0,False
